851,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CENTRO CASETA COMUNAL CAIMALITO,6600106055,VIA PPAL CAIMALITO CS 375,-75.877155,4.885383,12/10/2016,OPERATIVA,SI
852,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUE UKUMARI,6600106056,BIOAPARQUE UKUMARI BOSQUE OSCURO,-75.810647,4.802052,05/10/2016,OPERATIVA,SI
853,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,ESCUELA ESPERANZA GALICIA,6600106057,CARRERA 15 # 169-06 ESPERANZA GALICIA,-75.814552,4.798661,05/10/2016,OPERATIVA,SI
854,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,GALICIA CHANCHA,6600106058,CANCHA AL FRENTE DE IGLESIA DE GALICIA,-75.796344,4.811541,05/10/2016,OPERATIVA,SI
"855,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,BARRIO NARANJITO,6600106059,""CL. 66 #45-7 A 45-135 BARRIO NARANJITO CUBA ,"",-75.722144,4.79743,05/10/2016,OPERATIVA,SI"
856,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUEADERO DE MIRAFLOREZ,6600106060,MZ 7 CS 1 MIRAFLORES,-75.716933,4.79423,05/10/2016,OPERATIVA,SI
857,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CANCHAS DEL DORADO,6600106061,CRA 29 CLL 46 A CANCHAS BARRIO EL DORADO,-75.719236,4.801636,05/10/2016,OPERATIVA,SI
858,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CAI DEL PADRE VALENCIA,6600106062,PANORAMA 2 CAI CONSOTA CARRERA 29,-75.724888,4.802119,05/10/2016,OPERATIVA,SI
"859,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PLUMON CASETA,6600106063,""CRA. 14 # 62-22 BARRIO EL PLUMON,"",-75.730025,4.813616,05/10/2016,OPERATIVA,SI"
860,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,GILBERTO PELAEZ Y LIBERTAD EN LA GLORIETA,6600106064,CRA 11 CON CALLE 71 BARRIO LA LIBERTAD,-75.739327,4.817433,05/10/2016,OPERATIVA,SI
861,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,FRENTE A BOMBEROS LA FLORIDA,6600106065,FRENTE A BOMBEROS LA FLORIDA,-75.611225,4.757702,12/10/2016,OPERATIVA,SI
862,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,LA FLORIDA LA BANANERA ESQUINA VIA PEREIRA LA FLORIDA SECTOR LA BANANERA,6600106066,VIA PEREIRA LA FLORIDA SECTOR LA BANANERA,-75.635016,4.774116,13/10/2016,OPERATIVA,SI
863,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,VILLA OLIMPICA ENTRE EL SKATE Y PISCINAS,6600106067,VILLA OLIMPICA COLISEO DE JUDO,-75.7524,4.806925,05/10/2016,OPERATIVA,SI
864,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUE EL OSO,6600106068,CARRERA 34 A CLL 74 B PARQUE EL OSO,-75.732605,4.798858,05/10/2016,OPERATIVA,SI
865,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CHANCHA ALEJANDRIA MONTELIBANO,6600106069,MZ 12 CS 2 COMUNIDAD LA FRANCIA 2500 LOTES CUBA,-75.729377,4.793897,05/10/2016,OPERATIVA,SI
866,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CUCHILLA DE LOS CASTRO,6600106070,CALLE 80 CRA 39 VIA PPAL CUCHILLA DE LOS CASTROS,-75.732247,4.793744,05/10/2016,OPERATIVA,SI
"867,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CASETA COMUNAL BARRIOS UNIDOS,6600106071,""M,Z 32 CS 2 BARRIOS UNIDOS 2500 LOTES CUBA"",-75.728111,4.794638,05/10/2016,OPERATIVA,SI"
868,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,VILLA KENNEDY CANCHA,6600106072,VILLA KENNEDY 2500 LOTES MZ 26 CS 29 CASTROS,-75.731552,4.79665,05/10/2016,OPERATIVA,SI
869,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PUERTO CALDAS PARQUE LOS ALMENDROS,6600106073,PUERTO CALDAS LOS ALMENDROS MZ 12,-75.901083,4.760416,12/10/2016,OPERATIVA,SI
870,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PUERTO CALDAS EL COFRE,6600106074,PUERTO CALDAS EL COFRE CARRERA 4 # 23-50,-75.907911,4.760483,12/10/2016,OPERATIVA,SI
871,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,COLEGIO ROCIO ALTO,6600106075,CRA 29 CLL 27 ROCIO ALTO AL FRENTE DEL COLEGIO REMIGIO ANTONIO CAÑARTE,-75.703305,4.797363,05/10/2016,OPERATIVA,SI
"872,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUEADERO PRINCIPAL SALAMANCA,6600106076,""VARIANTE CONDINA, BARRIO SALAMANCA"",-75.747261,4.791008,05/10/2016,OPERATIVA,SI"
"873,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUE PORTAL DE SAN JOAQUIN,6600106077,""PARQUE PORTAL DE SAN JOAQUIN CRA. 38 #88-2,"",-75.738061,4.791527,05/10/2016,OPERATIVA,SI"
"874,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUE DEL LENINGRADO III,6600106078,""PARQUE LENINGRADO III CL. 83 #28B-2,"",-75.738908,4.797358,05/10/2016,OPERATIVA,SI"
"875,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CANCHA PERLA DEL SUR,6600106079,""CL. 83 #32-12 A 32-106,"",-75.748344,4.796886,05/10/2016,OPERATIVA,SI"
"876,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUE LA ISLA,6600106080,""BARRIO LA ISLA CRA. 26A #73B-2 A 73B-46,"",-75.739919,4.801877,05/10/2016,OPERATIVA,SI"
877,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,POR LA BIBLIOTECA COMFAMILIAR GUAYACANES,6600106081,CLL 84 # 35 B 04 GUAYACANES CUBA,-75.73615,4.794888,05/10/2016,OPERATIVA,SI
878,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,RECREO PUERTAS DE ALCALA PARQUE,6600106082,CRA 28 #88-03 MZ 5 CS 8 PUERTAS DE ALCALA,-75.741408,4.792333,05/10/2016,OPERATIVA,SI
879,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CANCHAS DEL CARDAL,6600106083,CLL 86 CARRERA 40 BARRIO EL CARDAL CUBA,-75.734811,4.790541,05/10/2016,OPERATIVA,SI
880,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUE URIBE 1,6600106084,CLL 73 CARRERA 26 BIS RAFAEL URIBE I,-75.739977,4.802847,05/10/2016,OPERATIVA,SI
881,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CENTRO POBLADO GUACARY,6600106085,CASETA COMUNA GUACARI VIA PEREIRA ARMENIA,-75.664672,4.747225,05/10/2016,OPERATIVA,SI
882,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,HOGAR COMUNITARIO TOKIO,6600106086,MZ 25 CS 11 BARRIO TOKIO,-75.679086,4.79253,05/10/2016,OPERATIVA,SI
883,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,LAS BRISAS,6600106087,MZ 25 CS 11 BARRIO LAS BRISAS,-75.670763,4.79233,05/10/2016,OPERATIVA,SI
884,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CASERIO LA BELLA,6600106088,CASERIO LA BELLA AL FRENTE DEL PUNTO DIGITAL,-75.635977,4.762783,12/10/2016,OPERATIVA,SI
885,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,ALTA GRACIA LEON SUAREZ,6600106089,BARRIO LEON SUAREZ ALTAGRACIA,-75.711977,4.741069,12/10/2016,OPERATIVA,SI
886,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,2500 LOTES BAIRON GAVIRIA,6600106090,VIA PPAL 2500 LOTES AL FRENTE DEL COLEGIO BAIRON GAVIRIA,-75.733194,4.797194,05/10/2016,OPERATIVA,SI
887,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUE ALTAVISTA,6600106091,CARRERA 32 CALLE 81 CANCHA ALTAVISTA,-75.743186,4.795052,05/10/2016,OPERATIVA,SI
888,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUE VILLAVERDE,6600106092,VILLA VERDE FRENTE AL CAI,-75.711383,4.79193,05/10/2016,OPERATIVA,SI
889,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,COLEGIO GABRIEL TRUJILLO CAIMALITO,6600106093,VIA PPAL CAIMALITO CS 328,-75.880097,4.887852,12/10/2016,OPERATIVA,SI
890,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PARQUE POBLADO 2,6600106094,MZ 14 CS 21 POBLADO 2,-75.708708,4.802577,05/10/2016,OPERATIVA,SI
891,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,GAMMA II,6600106095,INTERIOR CONJUNTO GAMMA 2 AL FRENTE DE COLEGIO LUIS CARLOS GONZALEZ REMANSO,-75.74528,4.806511,05/10/2016,OPERATIVA,SI
892,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,VILLASANTANA MONSERRATE,6600106096,MZ 15 CS 22 BARRIO MONSERRATE REMANSO,-75.668358,4.803152,05/10/2016,OPERATIVA,SI
893,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,REMANSO,6600106097,PARQUE INTERIOR PUESTO SALUD EL REMANSO,-75.674761,4.789327,05/10/2016,OPERATIVA,SI
894,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,CANCHA CLL 26,6600106098,CLL 26 CRA 1 BIS GUALANDAY,-75.699552,4.820397,05/10/2016,OPERATIVA,SI
895,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,PUERTO CALDAS SAN ISIDRO,6600106099,PUERTO CALDAS SAN ISIDRO CARRERA 4 ESCUELA DE FORMACION COMIENZO ARCO IRIS,-75.916033,4.780894,13/10/2016,OPERATIVA,SI
897,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,UTP - CANCHA SINTETICA,6600106101,UTP - CANCHA SINTETICA,-75.690425,4.793703,01/05/2017,OPERATIVA,SI
898,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,UTP - MEDIATORTA,6600106102,UTP - MEDIATORTA,-75.689819,4.792333,06/05/2017,OPERATIVA,SI
899,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,UTP - MODULO DE VENTAS,6600106103,UTP - MODULO DE VENTAS,-75.690111,4.790864,01/05/2017,OPERATIVA,SI
900,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,N/A,1,UTP - CANCHA FUTBOL,6600106104,UTP - CANCHA FUTBOL,-75.686929,4.796863,22/05/2017,OPERATIVA,SI
901,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66572,Pueblo Rico,N/A,1,PARQUE PRINCIPAL,6657202001,CRA 4 Y 3 CON CLL 7 Y 6,-76.030613,5.221638,20/04/2017,OPERATIVA,SI
902,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66572,Pueblo Rico,N/A,1,BARRIO LOS FUNDADORES ( CENTRO DE INTEGRACIÓN CIUDADANA ),6657206001,BARRIO LOS FUNDADORES ( CENTRO DE INTEGRACIÓN CIUDADANA ),-76.030397,5.224944,02/06/2017,OPERATIVA,SI
903,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66572,Pueblo Rico,N/A,1,MANGA DEL MISTER ( CANCHA SINTÉTICA).,6657206002,MANGA DEL MISTER ( CANCHA SINTÉTICA).,-76.032988,5.218622,02/06/2017,OPERATIVA,SI
904,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66594,Quinchía,N/A,1,PLAZA DE LA PAZ,6695402001,CLL 8 Y 9 CON CRA 6 Y 7,-75.730617,5.33776,20/04/2017,OPERATIVA,SI
905,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66594,Quinchía,N/A,1,PARQUE PRINCIPAL DE IRRA,6695402002,CRA 5 CALLE 3,-75.666626,5.271102,20/04/2017,OPERATIVA,SI
906,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,N/A,1,POLIDEPORTIVO LA HERMOSA,6668201000,POLIDEPORTIVO LA HERMOSA CALLE 19 CON CARRERA 20 DOBLE VÍA DE LA HERMOSA,-75.62901,4.8681,19/12/2016,OPERATIVA,SI
907,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,N/A,1,BARRIOS UNIDOS,6668202001,CRA 13 CON CALLE 4,-75.6183,4.858179,05/04/2017,OPERATIVA,SI
908,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,N/A,1,PARQUE ARAUCARIAS,6668202002,CRA 14 CON CLL 12,-75.620593,4.864852,05/04/2017,OPERATIVA,SI
909,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,N/A,1,PARQUE HUECO,6668202003,CR 8B CON CALLE 14,-75.616576,4.867877,05/04/2017,OPERATIVA,SI
910,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,N/A,1,PLAZA MERCADO,6668202004,CRA 13 CON CALLE 14,-75.620196,4.866691,05/04/2017,OPERATIVA,SI
911,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,N/A,1,PARQUE LOS FUNDADORES,6668202005,CRA 14 CON CALLE 7,-75.61873,4.861094,25/04/2017,OPERATIVA,SI
912,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,N/A,1,BARRIO EL TRIUNFO,6668206001,V. EL ESPAÑOL,-75.624246,4.885653,22/05/2017,OPERATIVA,SI
913,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,N/A,1,BARRIO LA TRINIDAD,6668206002,CL 25 17-02,-75.626588,4.876866,25/05/2017,OPERATIVA,SI
914,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,N/A,1,COLISEO BAYRON GAVIRIA,6668206003,V. MANGAS,-75.624491,4.869294,25/05/2017,OPERATIVA,SI
915,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66687,Santuario,N/A,1,PARQUE PRINCIPAL,6668702001,CARRERA 50 CON CALLE 50,-75.265669,6.139488,20/04/2017,OPERATIVA,SI
916,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66687,Santuario,N/A,1,PARQUE PRINCIPAL PERALONSO,6668702002,PERALONSO,-75.925078,4.991575,20/04/2017,OPERATIVA,SI
"917,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68020,Albania,N/A,1,""ZONA COLEGIO SAGRADO CORAZÓN DE JESÚS (ALCALDÍA, POLIDEPORTIVO, AUDITORIO)"",6802005001,CR: 15A-CASA1,-73.912833,5.75875,26/05/2017,OPERATIVA,SI"
918,ZONAS WIFI GRATIS PARA LA GENTE,1,ESP,Región Centro Oriente,68,Santander,68001,Bucaramanga,N/A,1,PARQUE DE LOS NIÑOS ,6800101000,CRA 27 CON CALLE 32 Y CRA 26,-73.11896,7.124766,15/10/2016,OPERATIVA,SI
919,ZONAS WIFI GRATIS PARA LA GENTE,1,ESP,Región Centro Oriente,68,Santander,68001,Bucaramanga,N/A,1,PARQUE CRISTO REY,6800105001,CARR: 18 CON CALLE 9 Y 10,-73.128901,7.13669,15/05/2017,OPERATIVA,SI
920,ZONAS WIFI GRATIS PARA LA GENTE,1,ESP,Región Centro Oriente,68,Santander,68001,Bucaramanga,N/A,1,PARQUE ESTORAQUES,6800105002,CR: 19A-CALL 123,-73.143565,7.091472,15/05/2017,OPERATIVA,SI
921,ZONAS WIFI GRATIS PARA LA GENTE,1,ESP,Región Centro Oriente,68,Santander,68001,Bucaramanga,N/A,1,PARQUE CALLE ESTUDIANTES,6800105003,CALLE DE LOS ESTUDIANTES,-73.123271,7.105782,30/05/2017,OPERATIVA,SI
922,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68229,Curití,N/A,1,UNIDAD DEPORTIVA CARLOS MANUEL CASTRO,6822905001,PRINCIPAL 45A- CALLE9,-73.070986,6.60504,26/05/2017,OPERATIVA,SI
923,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68229,Curití,N/A,1,PARQUE PRINCIPAL,6822905002,CR: 10 Y 11,-73.068944,6.606888,26/05/2017,OPERATIVA,SI
924,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68229,Curití,N/A,1,KIOSKO DE INFORMACIÓN TURÍSTICA,6822905003,PRINCIPAL 45A- CALLE9,-73.072972,6.606697,30/05/2017,OPERATIVA,SI
925,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68235,El Carmen de Chucurí,N/A,1,PARQUE PRINCIPAL ALIRIO BELTRAN,6823505001,CAR: 3 CON CALLE 4 Y 5,-73.510917,6.698472,17/05/2017,OPERATIVA,SI
926,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68264,Encino,N/A,1,PARQUE PRINCIPAL,6826405001,CALL: 4 CON CR: 4,-73.098919,6.137944,18/05/2017,OPERATIVA,SI
927,ZONAS WIFI GRATIS PARA LA GENTE,1,1,Región Centro Oriente,68,Santander,68276,Floridablanca,N/A,1,PARQUE PRINCIPAL ,6827601000,CRA 8 CON CALLE 6 Y 5,-73.086055,7.063083,15/10/2016,OPERATIVA,SI
928,ZONAS WIFI GRATIS PARA LA GENTE,1,1,Región Centro Oriente,68,Santander,68276,Floridablanca,N/A,1,PARQUE DE LA PERA -CAÑAVERAL-,6827605001,CARRERA: 25 CON CALLE 30 Y 29A,-73.107325,7.069598,05/07/2017,OPERATIVA,SI
929,ZONAS WIFI GRATIS PARA LA GENTE,1,1,Región Centro Oriente,68,Santander,68276,Floridablanca,N/A,1,PARQUE DE VILLABEL,6827605002,CR: 12 CON CALLE 11 Y 12,-73.103083,7.079611,05/07/2017,OPERATIVA,SI
930,ZONAS WIFI GRATIS PARA LA GENTE,1,1,Región Centro Oriente,68,Santander,68276,Floridablanca,N/A,1,TANQUE DE AGUA BARRIO LA CUMBRE,6827605003,CR: 5 Y 6 ESTE CON CALLE 33,-73.09011,7.076888,05/07/2017,OPERATIVA,SI
931,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68320,Guadalupe,N/A,1,PARQUE PRINCIPAL DE GUADALUPE,6832005001,CAR: 4 #5-31,-73.418261,6.246811,25/05/2017,OPERATIVA,SI
932,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68425,Macaravita,N/A,1,PARQUE PRINCIPAL,6842505001,CALL: 3 # 3-38,-72.592922,6.506106,25/05/2017,OPERATIVA,SI
933,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68498,Ocamonte,N/A,1,PARQUE PRINCIPAL,6849805001,CALL: 3 CON CALLE 5,-73.121978,6.34056,25/05/2017,OPERATIVA,SI
934,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68575,Puerto Wilches,N/A,1,PARQUE INFANTIL,6857505001,CALLE: 6 CON CARR: 9 Y 8 BARRIO CIÉNAGA,-73.896158,7.348338,31/05/2017,OPERATIVA,SI
935,ZONAS WIFI GRATIS PARA LA GENTE,1,5,Región Centro Oriente,68,Santander,68655,Sabana de Torres,N/A,1,PARQUE INFANTIL,6865505001,CR: 3 # 4 Y 5,-73.49103,7.394764,25/05/2017,OPERATIVA,SI
936,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68686,San Miguel,N/A,1,PARQUE PRINCIPAL,6868605001,CR: 4 CON CALL:5,-72.645917,6.575778,25/05/2017,OPERATIVA,SI
937,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68745,Simacota,N/A,1,PARQUE PRINCIPAL,6874505001,CARR: 7 - 45A CON CALLE: 3,-73.338356,6.44325,26/05/2017,OPERATIVA,SI
938,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68773,Sucre,N/A,1,PARQUE PRINCIPAL,6877305001,CARR: 5- N. 4-43,-73.791444,5.917778,25/05/2017,OPERATIVA,SI
939,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,68,Santander,68855,Valle de San José,N/A,1,PARQUE PRINCIPAL,6885505001,CRR: 8 Y 7 ENTRE CALLES 4 Y 5,-73.144083,6.447833,16/05/2017,OPERATIVA,SI
"940,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Caribe,70,Sucre,70110,Buenavista,N/A,1,PARQUE CENTRAL,7011006001,""ENTRE CALLES 8 Y 9 Y CARRERAS 10 Y 10A, BARRIO CENTRO"",-74.974647,9.319201,02/06/2017,OPERATIVA,SI"
941,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Caribe,70,Sucre,70215,Corozal,N/A,1,PARQUE SANTANDER,7021501000,CARRERA 39 A NO. 11-83,-75.292694,9.314444,15/10/2016,OPERATIVA,SI
942,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Caribe,70,Sucre,70215,Corozal,N/A,1,DULCE NOMBRE DE JESUS,7021506001,PLAZOLETA CENTRAL CERCA DE LA CAPILLA,-75.295554,9.332841,02/06/2017,OPERATIVA,SI
943,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Caribe,70,Sucre,70215,Corozal,N/A,1,RENACIMIENTO,7021506002,BARRIO EL RENACIMIENTO FRENTE A LA INSTITUCION EDUCATIVA PEZTALOCIANO.,-75.284766,9.317521,02/06/2017,OPERATIVA,SI
944,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Caribe,70,Sucre,70215,Corozal,N/A,1,PARQUE ANIBAL BADEL,7021506003,VIA AL MUNICIPIO DE SAN JUAN DE BETULIA. BARRIO LOS CEREZOS PLAZOLETA CENTRAL,-75.289722,9.320346,02/06/2017,OPERATIVA,SI
945,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Caribe,70,Sucre,70742,San Luis de Sincé,N/A,1,PARQUE SIMÓN BOLÍVAR,7014206001,CRR 11 # 8-10 PARQUE CENTRAL,-75.147218,9.244516,02/06/2017,OPERATIVA,SI
"946,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Caribe,70,Sucre,70713,San Onofre,N/A,1,PARQUE PRINCIPAL,7071306001,""KRA. 20 Nº 19 - 16, PLAZA PRINCIPAL, SAN ONOFRE"",-75.525445,9.737256,05/06/2017,OPERATIVA,SI"
947,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Caribe,70,Sucre,70820,Santiago de Tolú,N/A,1,MALECOM,7082006001,CRA1,-75.585255,9.524914,05/06/2017,OPERATIVA,SI
